UID,Name,Position,Pens Saved Ratio,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp,Rec,Inf
2000028817,Naeem Abuaker,GK,17%,10,15,4,8,10,10,3,5,5,10,11,7,7,12,2,1,13,2,9,7,7,6,2,2,2,3,3,4,1,1,2,1,9,3,2,1,9,8,9,5,13,7,7,13,13,5,6,9,9,2,5,7,5,12,11,13,17,- -  -,
2000028294,Amadou Fall,GK,43%,12,11,6,9,13,12,1,6,9,11,14,4,6,13,12,1,4,1,6,5,5,4,2,1,1,1,1,2,1,3,1,1,11,2,3,4,7,9,6,5,13,7,5,5,12,14,10,10,11,5,5,7,9,12,10,12,16,- -  -,
2000027155,Arlis Shala,GK,25%,8,7,3,14,11,10,1,6,9,7,8,6,7,12,3,2,11,3,7,6,6,5,2,1,2,3,1,5,1,1,2,1,10,3,2,5,13,6,13,13,9,13,5,15,13,6,4,11,10,4,6,14,8,9,8,12,10,- -  -,
2000026365,Rafa Pedrero,GK,33%,10,9,8,9,12,10,2,7,10,6,13,7,10,14,4,1,9,1,13,4,7,6,2,1,1,3,1,3,1,3,1,2,10,3,1,4,12,7,10,6,14,14,9,6,14,7,9,13,20,5,13,6,11,10,10,11,10,- -  -,
2000024344,Ousmane Ba,GK,40%,10,8,9,13,15,10,4,4,8,9,9,7,11,14,15,1,7,1,12,9,8,8,3,3,2,3,4,4,1,1,3,1,8,1,1,1,9,14,14,5,14,14,6,8,14,7,12,11,12,1,5,7,8,13,9,13,20,- -  -,
2000021327,Michael Wagner,GK,17%,10,7,4,11,15,12,2,7,5,14,15,8,12,14,19,3,1,1,10,8,8,7,2,2,2,2,5,4,1,2,2,3,9,3,2,5,15,8,10,5,11,8,9,9,7,6,10,11,17,5,5,13,10,11,12,10,18,- -  -,
2000019269,Rabih Salha,GK,33%,8,12,6,14,6,10,4,5,15,9,12,7,12,13,6,1,8,3,5,5,5,4,2,1,3,1,1,5,1,1,1,3,8,3,3,2,12,8,7,5,12,11,11,5,13,11,8,12,9,8,10,11,10,11,10,9,19,- -  -,
2000017413,Eldrid Lalín,GK,50%,11,13,7,13,13,10,6,6,12,10,8,6,8,13,1,2,10,2,8,3,6,6,2,1,3,3,5,4,1,2,3,2,8,3,1,1,8,13,10,8,13,9,8,11,10,6,5,13,19,6,5,19,7,12,2,12,9,- -  -,
2000016088,Granit Buqinca,GK,50%,11,6,7,8,9,12,1,5,7,8,13,6,13,13,8,1,12,1,11,6,6,5,3,2,3,1,3,5,1,1,2,2,8,2,1,2,11,8,7,12,13,5,6,7,13,6,10,12,9,1,8,8,12,11,11,12,14,- -  -,
2000009029,Pedro Virgínia,GK,33%,12,11,4,13,12,8,4,8,9,8,14,4,11,14,7,2,8,1,12,6,5,5,3,3,2,2,1,7,1,1,3,2,11,2,1,1,8,10,12,6,9,8,9,11,10,10,10,10,10,1,12,13,6,13,11,7,11,- -  -,Loa
2000008438,Mohamed Magdy,GK,25%,11,8,7,12,10,9,6,9,9,11,13,6,8,13,5,3,10,1,12,7,6,6,3,1,3,1,5,5,1,1,1,1,9,2,3,4,13,11,7,5,13,8,9,13,13,9,7,14,20,8,11,2,6,12,2,12,19,- -  -,
98040383,Gregor Kobel,GK,33%,11,15,15,17,13,10,10,12,13,16,15,18,13,11,17,2,14,1,14,14,13,11,3,3,1,3,12,8,7,1,3,1,14,8,3,12,17,15,15,14,13,14,17,10,16,15,15,17,15,4,4,15,4,17,13,14,16,- -  -,
98029123,Seny Dieng,GK,80%,10,13,12,14,17,11,8,12,12,13,11,14,12,11,15,1,12,3,12,12,10,11,2,1,3,1,11,6,1,1,2,2,12,3,1,9,14,16,12,12,13,14,14,13,14,14,13,15,14,12,5,10,10,14,12,12,12,- -  -,Opt
98010645,Yvon Mvogo,GK,20%,14,16,13,15,14,13,12,15,12,15,16,13,8,9,13,12,13,1,8,13,9,12,2,1,3,2,10,7,7,3,2,2,8,3,2,10,15,10,11,15,12,16,14,12,15,18,13,17,13,6,6,11,5,16,12,16,10,- -  -,
98009400,Yanick Brecher,GK,33%,7,12,12,17,8,8,6,13,7,12,14,11,13,13,11,3,12,2,13,10,5,10,3,2,1,3,9,8,2,3,3,1,10,2,1,8,14,13,14,7,13,13,14,8,15,8,12,7,14,6,11,11,6,15,12,12,15,- -  -,
97100643,Benjamin Tardivel,GK,43%,5,14,5,8,8,6,2,3,5,7,12,6,8,13,10,3,6,1,6,6,5,5,1,3,2,3,1,4,1,1,1,1,7,2,1,2,12,11,10,5,11,9,9,12,7,12,7,15,12,3,6,9,13,11,12,12,20,- -  -,Int
96158736,Kacper Tobiasz,GK,25%,8,14,13,15,16,8,11,12,7,12,16,11,12,11,17,5,14,8,10,13,6,18,3,1,3,2,12,5,8,2,1,2,13,10,1,13,14,12,12,7,11,16,15,11,14,13,13,12,16,8,6,15,2,16,14,12,10,- -  -,Wnt
96053555,Maksymilian Stryjek,GK,33%,6,12,11,14,14,7,11,13,14,12,12,9,14,11,11,1,8,3,12,9,6,8,4,2,1,2,4,6,3,2,2,1,8,1,3,8,12,14,8,9,12,13,14,8,14,12,13,12,13,1,7,12,5,12,12,13,15,- -  -,
96007972,Filip Kurto,GK,33%,11,12,13,15,13,11,11,11,10,11,10,12,14,10,11,2,10,11,13,11,11,10,3,1,1,1,9,7,10,2,3,1,9,1,2,8,13,11,12,2,12,11,11,10,12,12,10,9,8,3,11,12,7,14,9,12,17,- -  -,
93024808,Jacob Rinne,GK,20%,12,14,11,14,14,13,14,10,10,11,11,14,12,11,12,9,13,2,12,12,13,10,4,3,1,1,12,6,10,2,1,2,13,3,2,12,12,12,13,11,13,12,14,10,15,14,11,12,15,2,2,12,7,14,13,15,14,- -  -,
92097816,Tim Schreiber,GK,33%,14,9,11,13,12,12,9,13,8,12,15,6,14,15,14,1,8,1,7,10,5,9,4,3,3,3,3,8,1,2,1,2,11,2,2,7,8,13,7,5,14,13,12,11,14,8,8,13,19,7,9,8,10,14,13,14,13,- -  -,
92097801,Tobias Stirl,GK,20%,13,6,8,9,8,11,6,6,10,9,10,8,14,14,13,1,14,1,11,8,7,6,3,2,3,3,5,4,1,3,2,1,6,3,1,5,15,7,7,5,8,7,12,12,10,7,8,12,13,7,6,4,14,13,14,14,13,- -  -,Ctr
92088004,Niclas Thiede,GK,33%,8,10,12,16,10,12,11,12,11,14,9,12,12,13,12,9,11,11,10,12,13,13,2,2,3,3,10,4,8,2,1,1,11,1,3,6,12,11,15,8,13,11,12,10,13,12,12,15,14,6,6,14,6,13,14,10,14,- -  -,
92082045,Florian Müller,GK,33%,12,14,12,15,14,11,12,12,10,12,13,14,12,12,16,2,11,2,11,16,11,13,4,3,1,3,12,5,8,2,1,2,12,6,3,11,13,12,12,13,12,13,13,9,15,17,14,13,12,6,5,16,6,12,14,13,17,- -  -,
92071707,Alexander Nübel,GK,33%,13,15,12,16,14,11,10,13,13,13,13,15,13,12,13,2,11,2,12,15,10,12,6,3,2,2,11,10,7,2,1,1,12,3,3,11,15,16,10,12,11,15,15,10,17,17,14,16,14,15,8,15,5,15,8,15,11,- -  -,
92056834,Mark Flekken,GK,36%,8,15,13,15,12,7,10,16,10,12,11,15,12,12,14,3,14,3,11,14,9,10,6,2,1,3,13,7,7,2,3,3,12,6,2,12,15,12,14,13,12,14,14,9,16,15,14,16,14,8,6,14,7,14,12,12,10,- -  -,Inj
92035604,Philipp Kühn,GK,17%,10,11,15,15,12,12,14,17,5,10,14,12,12,12,12,4,11,4,14,14,12,13,8,6,6,4,5,5,5,6,7,6,8,5,6,5,14,11,12,8,12,13,13,8,12,9,12,12,16,6,5,14,4,14,14,2,14,- -  -,Opt
92018446,Marius Müller,GK,67%,13,12,13,16,15,10,12,15,8,14,13,10,12,11,14,2,14,3,12,13,9,10,5,2,1,1,9,7,7,3,1,2,8,3,3,10,14,11,11,9,13,9,16,11,16,15,10,14,15,14,5,13,8,16,12,14,14,- -  -,
91209411,Ruben Aulig,GK,50%,9,10,7,15,12,11,5,6,6,11,9,8,9,14,8,1,13,1,11,7,7,6,3,2,2,3,3,8,1,3,3,3,7,1,3,6,14,7,10,5,14,9,9,13,13,5,8,10,13,5,5,5,5,12,12,12,13,- -  -,
91207698,Jonas Urbig,GK,33%,12,12,10,11,13,10,5,7,12,8,14,9,9,14,13,3,10,2,12,7,9,9,2,3,2,2,4,4,1,2,3,3,13,2,1,5,13,10,11,5,12,10,12,8,13,11,13,13,12,7,5,17,8,13,13,11,13,- -  -,
91206715,Fabian Scherger,GK,67%,7,11,8,14,10,10,3,5,8,12,11,5,9,13,17,2,3,3,6,2,6,7,3,1,2,2,3,5,1,1,2,2,8,2,1,6,11,10,9,5,14,9,10,5,13,5,10,12,10,3,11,6,6,11,11,12,10,- -  -,
91200928,David Richter,GK,50%,13,7,9,15,9,14,3,6,14,9,15,7,11,14,10,3,5,3,10,9,8,8,6,2,3,1,3,9,1,3,3,2,11,1,3,6,14,7,10,10,13,11,8,10,12,11,11,11,13,3,13,9,11,10,10,11,18,- -  -,
91194390,Raphael Straub,GK,25%,10,13,7,12,10,11,4,5,10,10,13,7,9,14,16,3,7,2,10,7,7,6,3,2,3,2,1,4,1,2,3,3,10,3,2,5,12,6,9,7,12,10,7,10,9,12,5,12,11,6,11,8,12,12,10,10,10,- -  -,
91190141,Benjamin Leneis,GK,67%,10,11,8,15,13,7,9,11,5,10,11,10,11,14,15,2,8,2,9,12,13,12,4,2,2,3,9,6,6,1,1,1,12,3,1,10,14,9,13,13,12,13,12,10,12,13,15,15,12,4,4,1,10,14,13,12,13,- -  -,Inj
91177087,Eike Bansen,GK,25%,9,15,15,17,13,11,12,16,10,12,12,13,13,12,13,3,6,2,10,11,4,7,5,2,2,2,6,7,7,1,1,3,7,2,2,6,17,8,9,4,12,7,14,10,13,8,9,12,14,4,5,13,6,12,12,11,15,- -  -,
91174835,Benjamin Reitz,GK,29%,9,12,11,12,12,8,16,16,5,10,9,8,8,10,13,7,8,8,10,10,11,12,2,2,1,1,8,4,8,1,3,1,9,1,1,9,10,10,10,7,11,10,13,8,11,8,9,14,10,5,5,8,12,16,16,15,12,- -  -,
91172565,Luis Klatte,GK,25%,9,10,6,7,11,7,8,7,6,7,15,9,11,14,13,1,10,2,11,9,9,8,4,2,2,3,3,7,1,2,3,3,12,2,1,6,13,7,8,5,14,10,12,14,14,9,6,13,18,6,12,2,5,15,13,10,13,- -  -,
91171286,Ramon Castellucci,GK,14%,12,7,9,11,13,13,6,5,5,9,11,8,10,8,13,3,13,2,15,8,8,7,4,3,1,1,1,5,1,2,2,3,9,1,2,6,15,11,13,5,11,14,12,14,15,7,9,12,12,6,6,9,12,13,14,13,11,- -  -,
91166134,Morten Behrens,GK,56%,8,13,11,16,14,11,10,12,12,11,11,12,11,12,12,5,10,3,13,10,8,8,2,1,2,2,9,2,7,3,3,1,11,3,2,10,15,12,12,12,11,11,12,12,12,14,12,12,13,6,7,14,8,13,13,2,13,- -  -,
91141860,Daniel Maus,GK,25%,9,16,7,12,14,10,6,11,8,9,13,8,10,14,4,1,6,3,9,7,6,5,4,1,1,3,1,6,1,1,3,3,4,2,2,1,10,7,8,5,11,12,8,6,9,5,7,10,11,6,8,11,4,12,10,10,10,- -  -,
91138550,Robin Brüseke,GK,17%,13,10,8,11,13,12,3,7,5,11,9,9,11,14,11,1,10,1,9,9,7,8,5,3,1,3,7,8,1,3,3,3,7,4,1,7,14,10,6,10,14,13,8,5,14,11,8,10,12,4,6,10,11,11,12,12,14,- -  -,
91109390,Maximilian Reule,GK,33%,9,10,6,9,10,6,9,11,12,11,13,12,9,10,10,2,9,2,8,11,8,10,3,1,3,2,9,7,9,3,3,1,10,2,3,9,11,10,10,7,13,9,12,12,14,11,9,12,10,5,8,10,6,12,10,10,10,- -  -,
91015168,Benjamin Bellot,GK,25%,10,11,9,10,13,9,9,12,8,12,11,13,11,10,9,5,11,5,10,14,7,11,5,2,2,2,9,8,1,2,1,2,9,3,2,9,10,9,10,8,12,10,13,10,13,15,9,12,14,4,6,12,6,14,15,13,17,- -  -,
91013663,Daniel Heuer Fernandes,GK,25%,12,13,12,14,14,10,10,12,10,12,11,15,13,14,13,7,11,2,12,15,8,12,2,3,3,2,10,4,7,1,1,1,12,4,2,11,12,10,14,12,12,11,15,9,15,14,12,14,16,4,6,16,3,15,14,11,12,- -  -,
91004704,Daniel Batz,GK,20%,12,15,11,15,14,11,10,8,6,10,12,11,12,11,12,3,14,3,9,11,12,10,3,1,2,3,11,8,2,1,2,2,12,4,2,6,13,13,10,11,11,12,11,14,14,9,10,12,14,6,11,11,6,14,14,13,14,- -  -,
89057083,Visar Bekaj,GK,33%,15,15,10,16,11,14,8,7,14,11,12,11,13,15,6,3,15,2,13,10,10,9,2,1,1,1,7,4,1,2,1,1,14,3,2,5,9,10,9,6,10,10,10,6,9,7,10,12,18,1,11,5,13,11,8,12,7,- -  -,
89051923,Álvaro Vallés,GK,25%,10,12,10,18,14,11,11,13,13,16,11,12,14,11,12,2,6,1,13,12,11,11,4,2,3,3,9,6,3,1,3,1,12,5,2,9,12,10,10,5,12,12,13,10,15,10,10,13,11,2,11,10,5,12,10,13,13,- -  -,
89008785,Elliot Justham,GK,33%,5,6,7,15,12,5,5,11,7,10,12,10,11,12,10,1,12,12,13,12,12,13,1,1,1,1,3,1,2,1,4,1,5,1,1,6,13,13,12,8,11,12,13,12,14,7,11,8,14,8,4,10,7,14,12,3,12,- -  -,
88026682,Semu Faimata,GK,11%,6,5,1,2,10,9,1,3,5,8,13,1,5,12,14,1,9,3,5,4,3,3,3,1,3,1,1,5,1,2,1,3,4,1,3,1,6,5,7,5,10,6,5,9,12,10,4,9,9,4,5,11,12,10,11,8,19,- -  -,Ama
88026667,Eti Fatu,GK,20%,11,13,4,7,12,10,2,2,6,4,13,4,10,11,14,2,14,2,7,4,3,3,2,3,1,2,1,5,1,2,2,1,4,1,1,1,9,7,6,5,8,4,3,12,7,13,2,11,8,2,5,7,5,8,11,11,11,- -  -,Int
87037699,Roberto López,GK,33%,13,14,12,12,13,13,3,11,10,9,12,11,12,11,11,2,8,3,12,12,10,8,3,3,3,1,8,5,1,1,1,3,9,1,2,9,13,8,9,5,12,9,11,13,13,8,12,12,13,8,8,1,5,10,3,14,4,- -  -,
87037651,Edrick Menjívar,GK,17%,12,11,8,12,15,10,4,9,15,11,15,7,11,13,12,1,6,1,12,8,7,7,1,1,3,3,1,5,1,2,2,1,13,3,1,2,13,13,9,9,13,13,9,12,13,7,5,10,13,1,9,14,4,10,5,12,15,- -  -,
87037586,Héctor Ramírez,GK,17%,10,11,6,5,10,9,6,6,11,11,16,9,12,15,17,1,12,2,9,9,8,8,2,2,3,3,1,3,2,1,2,1,10,3,3,6,7,7,11,12,15,9,8,6,9,5,8,11,17,1,5,10,12,12,4,12,13,- -  -,
87037230,Oscar Sánchez,GK,17%,12,8,8,9,13,11,3,7,12,8,12,6,14,14,4,1,12,3,11,8,7,5,3,1,3,2,1,4,1,3,2,1,11,3,1,2,11,8,10,12,14,9,11,5,13,10,5,13,12,8,13,11,9,13,2,9,11,- -  -,
87034506,Óscar Pleítez,GK,11%,14,11,10,8,11,13,8,7,13,8,14,10,9,10,7,1,11,3,14,9,8,8,3,1,2,2,1,6,1,3,1,2,8,1,1,4,12,9,9,8,8,9,11,6,14,5,10,12,20,5,11,8,6,11,2,13,10,- -  -,
87030583,Harold Fonseca,GK,25%,12,11,11,12,13,12,7,11,7,8,15,9,9,13,13,1,12,1,9,3,8,7,6,3,2,1,2,11,1,1,2,3,10,13,3,1,11,11,9,6,14,13,7,11,9,6,12,10,11,2,8,16,6,13,9,12,14,- -  -,
87017200,Francisco Reyes,GK,25%,9,15,8,4,12,6,2,5,12,13,14,8,11,13,6,3,6,1,11,8,7,6,5,2,3,3,1,8,1,3,2,1,8,4,1,2,9,6,13,8,13,13,13,10,8,12,6,12,18,4,13,16,10,9,7,13,4,- -  -,
86009004,Kevin Melgar,GK,20%,12,10,8,9,13,11,2,7,14,12,10,9,9,14,3,2,12,1,10,9,8,7,4,3,3,2,2,7,1,2,2,2,10,1,3,7,14,12,10,5,10,8,8,5,10,5,7,10,14,4,5,13,11,10,5,12,10,- -  -,
85141367,Maxence Prévot,GK,25%,12,13,13,12,13,10,13,12,6,12,13,12,12,12,13,5,13,6,14,12,10,10,2,3,3,3,10,2,10,2,2,2,11,2,2,10,12,11,12,7,12,13,13,9,14,13,11,13,13,6,7,13,6,14,13,4,14,- -  -,
85138732,Anthony Mandréa,GK,25%,11,15,10,11,15,10,11,8,7,11,13,9,10,15,4,2,12,1,11,8,9,9,4,2,3,3,9,7,2,1,1,2,10,1,1,3,11,11,12,8,12,11,13,11,13,10,7,12,12,7,9,6,3,10,12,13,15,- -  -,
85137934,Nicolas Lemaître,GK,40%,11,12,13,13,14,10,13,14,14,10,13,12,12,11,10,9,8,1,9,12,8,11,5,3,1,1,7,8,7,2,1,1,8,3,2,7,13,11,10,7,12,11,12,10,14,10,9,12,12,7,8,5,5,13,13,13,19,- -  -,
85133818,Gautier Larsonneur,GK,22%,12,13,14,11,14,12,13,12,10,12,14,13,13,12,13,10,12,2,11,13,10,12,5,3,8,2,12,7,2,2,2,2,11,2,3,11,10,13,11,12,13,12,13,8,14,14,12,11,12,6,7,3,5,15,13,1,15,- -  -,
85121966,Édouard Mendy,GK,25%,12,15,14,17,15,11,14,15,10,14,12,13,16,16,12,8,10,2,16,13,8,10,3,3,3,2,11,8,8,1,3,1,14,4,1,11,18,16,13,14,16,13,14,8,16,12,12,14,15,7,7,15,6,14,13,13,14,- -  -,Set
85104572,Mouez Hassen,GK,33%,11,14,10,12,10,12,12,12,8,11,14,12,11,11,13,1,10,3,10,12,9,8,3,2,3,1,10,8,3,1,3,2,10,4,2,9,11,11,12,10,11,13,13,14,14,13,9,14,11,8,8,13,14,12,15,2,12,- -  -,
85094520,Mike Maignan,GK,33%,8,16,14,15,17,11,14,15,8,16,14,15,16,14,15,6,15,1,16,15,13,12,1,1,6,1,12,1,6,10,5,1,13,9,5,12,14,15,16,13,15,16,15,9,17,7,15,18,18,5,5,14,6,16,12,3,12,- -  -,
85092015,Guillaume Bemenou,GK,25%,5,12,7,14,8,6,1,5,8,8,11,8,10,12,10,1,12,3,10,8,7,6,2,2,3,2,1,7,1,3,3,3,11,4,1,5,11,8,7,5,10,11,12,5,10,6,10,10,11,5,14,6,9,10,10,10,14,- -  -,Ama
85085094,Antoine Petit,GK,25%,10,11,15,15,15,8,8,15,7,10,13,9,7,8,9,3,11,1,10,10,9,6,5,2,3,1,7,9,2,1,1,3,7,3,7,6,12,11,11,7,10,9,13,8,11,11,8,9,11,2,15,10,7,12,12,3,14,- -  -,
85082410,François-Joseph Sollacaro,GK,25%,10,13,12,9,15,11,11,13,8,12,13,12,12,15,12,1,8,2,10,10,9,9,2,2,1,3,7,6,2,1,1,3,9,3,3,7,8,13,10,5,11,8,8,6,12,9,11,10,12,6,9,14,7,12,12,3,10,- -  -,Req
85076550,Baptiste Reynet,GK,14%,10,13,15,12,17,10,13,15,8,13,15,12,14,10,16,6,14,1,11,12,9,10,5,3,3,2,9,8,2,3,3,2,9,3,7,9,10,11,13,12,13,14,13,15,15,12,11,14,12,9,8,13,9,12,14,2,11,- -  -,Inj
85072030,Lionel M'pasi,GK,20%,14,13,12,12,13,15,13,11,11,12,12,12,9,15,8,2,8,3,11,12,6,6,3,3,3,1,7,5,3,3,2,1,10,3,2,7,11,12,11,11,9,10,12,9,12,9,11,11,13,4,5,15,6,12,10,4,19,- -  -,
85059359,Yan Marillat,GK,25%,10,11,11,12,12,10,11,11,11,10,12,11,11,10,10,1,10,1,10,11,10,10,3,3,2,1,8,6,1,2,2,1,9,2,3,8,12,12,10,5,12,10,11,10,12,12,10,10,11,1,5,9,11,12,10,13,10,- -  -,
85046999,Quentin Beunardeau,GK,33%,11,15,13,11,15,11,12,11,9,12,14,12,13,9,15,6,7,2,12,11,9,10,5,1,1,1,8,7,1,1,1,3,9,4,1,7,13,9,13,12,12,11,12,14,14,11,9,13,13,7,8,10,7,15,13,1,14,- -  -,
85028013,Rémi Pillot,GK,25%,9,12,14,13,14,8,13,14,8,11,12,12,13,10,15,6,10,3,11,12,10,7,2,3,1,1,8,5,3,1,1,2,10,3,2,8,12,10,12,6,11,13,11,12,13,9,11,12,14,6,8,1,6,13,14,3,14,- -  -,Opt
85027985,Kévin Crépel,GK,20%,8,9,13,16,13,9,11,13,6,11,12,9,11,9,14,2,11,10,10,8,8,9,3,1,1,3,7,6,12,2,2,2,6,2,2,7,14,12,10,6,11,11,11,10,13,5,10,15,14,7,6,11,6,10,10,3,13,- -  -,
85027976,Alphonse Areola,GK,25%,12,14,17,15,15,12,15,14,8,14,13,15,14,12,14,8,10,8,14,15,9,14,3,2,2,3,10,6,1,12,3,3,11,6,3,10,14,12,13,8,14,14,15,12,15,12,13,15,14,5,8,12,7,16,17,2,17,- -  -,Set
85018050,Zacharie Boucher,GK,20%,12,13,12,10,15,11,11,14,8,11,12,10,12,10,15,8,12,1,12,13,8,7,2,1,3,1,10,2,3,2,2,1,8,3,1,8,9,10,12,6,11,12,13,12,13,12,13,14,12,6,8,14,6,16,15,3,14,- -  -,
85010875,Florian Verplanck,GK,25%,9,11,16,16,14,9,12,14,9,11,12,11,10,9,12,6,7,2,10,12,9,6,2,1,1,1,7,6,2,2,1,1,8,2,1,7,13,10,10,6,11,7,11,10,12,12,9,11,12,2,9,11,6,13,14,3,14,- -  -,
85006162,Anthony Beuve,GK,20%,11,11,13,13,14,8,12,10,8,11,13,13,12,11,14,7,8,1,11,12,6,7,3,2,1,3,7,5,2,2,1,2,6,5,1,7,12,11,10,7,11,9,11,11,12,12,8,13,13,6,8,14,8,14,14,3,14,- -  -,
84153580,Amir Saipi,GK,33%,7,12,13,16,12,7,9,13,11,12,14,11,10,12,15,1,7,3,12,12,9,12,4,3,2,3,7,8,1,2,3,3,11,3,2,7,16,13,12,8,12,12,13,8,14,13,13,11,13,13,5,18,9,13,11,14,13,- -  -,
84152054,Felix Gebhardt,GK,25%,10,17,10,15,17,11,6,7,11,14,11,6,11,10,8,2,9,3,9,10,9,9,3,2,1,2,7,7,1,2,2,3,9,2,2,4,14,12,7,5,13,15,11,12,13,5,13,14,11,7,6,14,7,11,11,10,20,- -  -,
83190946,Dani Figueira,GK,80%,12,14,12,14,10,12,10,12,12,12,11,13,13,12,13,9,11,3,12,12,12,12,3,1,1,3,10,7,9,2,2,3,12,3,1,11,13,9,12,8,15,14,14,10,15,11,12,13,14,5,10,9,3,13,7,14,10,- -  -,Wnt
83178097,Samuel Silva,GK,40%,9,12,8,13,10,9,12,11,9,11,13,10,12,10,14,3,9,12,12,10,10,10,6,3,1,1,6,8,5,2,3,2,9,3,3,6,11,8,13,5,11,12,13,10,15,8,14,10,8,5,11,15,5,11,13,14,18,- -  -,
82089939,Gikay Croes,GK,93%,12,9,6,12,16,10,5,5,11,9,6,6,6,13,6,2,5,1,7,6,1,5,1,2,1,3,5,1,2,3,2,2,6,3,4,4,9,5,6,5,6,7,4,12,8,5,5,10,9,3,9,9,5,11,10,10,14,- -  -,Inj
82084934,Lionel Kaarsbaan,GK,25%,8,11,5,14,12,6,1,3,13,9,9,6,11,13,6,3,8,2,12,6,5,5,3,1,2,2,1,5,1,1,2,2,8,1,2,4,12,6,7,5,9,6,4,5,6,12,7,13,20,3,10,13,12,11,10,12,16,- -  -,
82081993,Didier Sully,GK,20%,11,6,8,8,11,10,7,6,11,12,11,7,11,9,6,2,11,2,7,8,7,7,3,1,2,2,4,7,1,2,3,3,7,2,1,7,13,12,8,11,8,13,5,8,14,15,7,11,11,6,13,8,12,10,10,14,10,- -  -,
82075027,Danner Taylor-Nelson,GK,50%,11,9,4,11,10,11,3,5,14,5,14,4,8,12,13,2,11,3,4,4,3,3,1,2,3,1,1,5,1,2,3,3,6,3,3,1,12,7,5,5,12,3,5,5,7,10,5,13,13,1,7,14,6,9,10,9,12,- -  -,Ama
82074184,Eddie Solarro,GK,13%,8,14,5,12,10,9,2,3,12,7,15,5,7,8,17,1,7,2,11,5,4,4,2,3,3,2,1,4,1,1,3,1,7,3,3,1,13,6,6,5,8,8,8,8,6,12,7,12,9,5,10,13,5,11,11,10,20,- -  -,
82002851,Glenroy Samuel,GK,25%,8,15,6,3,18,7,6,5,12,10,14,8,8,13,10,1,11,3,8,7,7,6,2,3,2,2,1,4,1,1,2,1,8,2,1,3,6,13,12,5,12,8,10,10,13,8,7,9,10,13,12,6,5,8,13,14,12,- -  -,
82001089,Swan Shejuan,GK,17%,12,10,6,8,14,14,3,5,10,6,9,6,9,7,5,3,1,2,6,6,5,5,1,2,1,1,1,3,1,3,1,1,9,3,3,1,11,6,6,10,14,5,5,14,7,5,5,11,9,6,15,10,5,11,9,8,16,- -  -,Inj
81052663,Jeadine White,GK,33%,12,12,12,14,14,12,12,12,7,12,11,11,12,11,14,3,10,2,10,9,10,10,3,2,2,1,8,7,2,2,2,3,10,3,2,11,12,13,12,4,12,12,13,7,13,12,12,14,13,2,6,14,2,12,13,12,13,- -  -,
81052622,Akeem Chambers,GK,50%,10,11,11,14,15,10,9,13,5,10,13,10,11,11,15,1,11,2,11,10,11,11,3,2,1,2,10,7,2,2,2,1,10,2,2,10,12,13,12,4,11,10,13,6,13,12,11,8,15,8,6,9,3,12,10,15,19,- -  -,
81042154,Amal Knight,GK,33%,11,13,11,15,15,11,10,13,13,10,14,10,10,10,15,1,11,1,12,11,10,10,3,3,2,2,5,7,3,1,1,3,9,1,2,10,13,13,12,3,12,11,12,5,12,14,10,15,9,3,10,15,2,14,14,14,18,- -  -,
81041980,Eric Edwards,GK,25%,11,12,9,12,13,11,9,10,13,9,10,11,11,9,7,2,9,3,10,10,8,11,1,3,1,2,8,3,3,2,2,3,8,3,1,9,11,9,9,3,9,8,10,6,10,12,10,11,12,2,6,13,4,11,12,11,12,- -  -,
